"Step","lmbda0_lr5e5_steps20k - train/loss","lmbda0_lr5e5_steps20k - train/loss__MIN","lmbda0_lr5e5_steps20k - train/loss__MAX","lmbda1_lr1e4 - train/loss","lmbda1_lr1e4 - train/loss__MIN","lmbda1_lr1e4 - train/loss__MAX","lmbda1_lr5e5 - train/loss","lmbda1_lr5e5 - train/loss__MIN","lmbda1_lr5e5 - train/loss__MAX","lmbda0_beta1 - train/loss","lmbda0_beta1 - train/loss__MIN","lmbda0_beta1 - train/loss__MAX","lmbda0_lr1e4 - train/loss","lmbda0_lr1e4 - train/loss__MIN","lmbda0_lr1e4 - train/loss__MAX","lmbda1_tok512 - train/loss","lmbda1_tok512 - train/loss__MIN","lmbda1_tok512 - train/loss__MAX","lmbda1_bs16 - train/loss","lmbda1_bs16 - train/loss__MIN","lmbda1_bs16 - train/loss__MAX","lmbda1_tok256 - train/loss","lmbda1_tok256 - train/loss__MIN","lmbda1_tok256 - train/loss__MAX","lmbda1_beta05 - train/loss","lmbda1_beta05 - train/loss__MIN","lmbda1_beta05 - train/loss__MAX","lmbda0_beta05 - train/loss","lmbda0_beta05 - train/loss__MIN","lmbda0_beta05 - train/loss__MAX"
"68","0.2558","0.2558","0.2558","0.1849","0.1849","0.1849","0.2042","0.2042","0.2042","0.2037","0.2037","0.2037","0.1235","0.1235","0.1235","1.0131","1.0131","1.0131","0.5787","0.5787","0.5787","0.4636","0.4636","0.4636","0.0889","0.0889","0.0889","0.0834","0.0834","0.0834"
"69","","","","0.1888","0.1888","0.1888","0.2113","0.2113","0.2113","0.249","0.249","0.249","0.1555","0.1555","0.1555","1.1751","1.1751","1.1751","0.535","0.535","0.535","0.599","0.599","0.599","0.1082","0.1082","0.1082","0.092","0.092","0.092"
"70","0.2589","0.2589","0.2589","0.1698","0.1698","0.1698","0.2013","0.2013","0.2013","0.212","0.212","0.212","0.1274","0.1274","0.1274","1.068","1.068","1.068","0.4895","0.4895","0.4895","0.4855","0.4855","0.4855","0.0919","0.0919","0.0919","0.0778","0.0778","0.0778"
"71","0.273","0.273","0.273","0.1881","0.1881","0.1881","0.2078","0.2078","0.2078","0.2166","0.2166","0.2166","0.1382","0.1382","0.1382","1.1803","1.1803","1.1803","0.5656","0.5656","0.5656","0.5766","0.5766","0.5766","0.1068","0.1068","0.1068","0.0806","0.0806","0.0806"
"72","0.3014","0.3014","0.3014","0.2363","0.2363","0.2363","0.2261","0.2261","0.2261","0.2559","0.2559","0.2559","0.16","0.16","0.16","1.2494","1.2494","1.2494","0.548","0.548","0.548","0.5818","0.5818","0.5818","0.1021","0.1021","0.1021","0.0917","0.0917","0.0917"
"73","0.2724","0.2724","0.2724","0.1817","0.1817","0.1817","0.2052","0.2052","0.2052","0.2274","0.2274","0.2274","0.1417","0.1417","0.1417","1.0873","1.0873","1.0873","0.5045","0.5045","0.5045","0.4982","0.4982","0.4982","0.0962","0.0962","0.0962","0.0821","0.0821","0.0821"
"74","0.2884","0.2884","0.2884","0.2068","0.2068","0.2068","0.2098","0.2098","0.2098","0.2352","0.2352","0.2352","0.1468","0.1468","0.1468","1.1946","1.1946","1.1946","0.5302","0.5302","0.5302","0.5269","0.5269","0.5269","0.1018","0.1018","0.1018","0.0935","0.0935","0.0935"
"75","","","","0.2107","0.2107","0.2107","0.2443","0.2443","0.2443","0.2071","0.2071","0.2071","0.1237","0.1237","0.1237","1.3313","1.3313","1.3313","0.5509","0.5509","0.5509","0.6044","0.6044","0.6044","0.101","0.101","0.101","0.0746","0.0746","0.0746"
"76","0.2383","0.2383","0.2383","0.1612","0.1612","0.1612","0.1788","0.1788","0.1788","0.1912","0.1912","0.1912","0.1087","0.1087","0.1087","0.8172","0.8172","0.8172","0.5682","0.5682","0.5682","0.4382","0.4382","0.4382","0.0822","0.0822","0.0822","0.0668","0.0668","0.0668"
"77","0.2827","0.2827","0.2827","0.1913","0.1913","0.1913","0.2197","0.2197","0.2197","0.235","0.235","0.235","0.1442","0.1442","0.1442","1.1108","1.1108","1.1108","0.5172","0.5172","0.5172","0.5638","0.5638","0.5638","0.0986","0.0986","0.0986","0.0903","0.0903","0.0903"
"78","","","","0.1959","0.1959","0.1959","0.2383","0.2383","0.2383","0.2294","0.2294","0.2294","0.1339","0.1339","0.1339","1.1681","1.1681","1.1681","0.4916","0.4916","0.4916","0.5664","0.5664","0.5664","0.1123","0.1123","0.1123","0.0843","0.0843","0.0843"
"79","0.2942","0.2942","0.2942","0.1817","0.1817","0.1817","0.2024","0.2024","0.2024","0.2607","0.2607","0.2607","0.1349","0.1349","0.1349","0.9678","0.9678","0.9678","0.5229","0.5229","0.5229","0.5075","0.5075","0.5075","0.0943","0.0943","0.0943","0.0839","0.0839","0.0839"
"80","","","","0.1988","0.1988","0.1988","0.2089","0.2089","0.2089","0.2401","0.2401","0.2401","0.1458","0.1458","0.1458","1.0662","1.0662","1.0662","0.5227","0.5227","0.5227","0.5441","0.5441","0.5441","0.1051","0.1051","0.1051","0.0908","0.0908","0.0908"
"81","","","","0.2021","0.2021","0.2021","0.2134","0.2134","0.2134","0.2072","0.2072","0.2072","0.1247","0.1247","0.1247","1.1136","1.1136","1.1136","0.5161","0.5161","0.5161","0.5312","0.5312","0.5312","0.1019","0.1019","0.1019","0.0731","0.0731","0.0731"
"82","0.2666","0.2666","0.2666","0.2116","0.2116","0.2116","0.2525","0.2525","0.2525","0.2262","0.2262","0.2262","0.1671","0.1671","0.1671","1.1426","1.1426","1.1426","0.5076","0.5076","0.5076","0.5637","0.5637","0.5637","0.1074","0.1074","0.1074","0.0847","0.0847","0.0847"
"83","0.2323","0.2323","0.2323","0.2078","0.2078","0.2078","0.2214","0.2214","0.2214","0.1893","0.1893","0.1893","0.1222","0.1222","0.1222","1.1639","1.1639","1.1639","0.5238","0.5238","0.5238","0.5476","0.5476","0.5476","0.1033","0.1033","0.1033","0.0756","0.0756","0.0756"
"84","0.258","0.258","0.258","0.1749","0.1749","0.1749","0.2042","0.2042","0.2042","0.216","0.216","0.216","0.1254","0.1254","0.1254","0.9869","0.9869","0.9869","0.497","0.497","0.497","0.513","0.513","0.513","0.0888","0.0888","0.0888","0.0785","0.0785","0.0785"
"85","0.3133","0.3133","0.3133","0.218","0.218","0.218","0.2259","0.2259","0.2259","0.264","0.264","0.264","0.1684","0.1684","0.1684","1.1971","1.1971","1.1971","0.5273","0.5273","0.5273","0.5853","0.5853","0.5853","0.104","0.104","0.104","0.097","0.097","0.097"
"86","","","","0.2066","0.2066","0.2066","0.2217","0.2217","0.2217","0.2128","0.2128","0.2128","0.1254","0.1254","0.1254","1.1186","1.1186","1.1186","0.5246","0.5246","0.5246","0.5298","0.5298","0.5298","0.1046","0.1046","0.1046","0.079","0.079","0.079"
"87","0.2627","0.2627","0.2627","0.2241","0.2241","0.2241","0.2407","0.2407","0.2407","0.2193","0.2193","0.2193","0.1418","0.1418","0.1418","1.1754","1.1754","1.1754","0.5353","0.5353","0.5353","0.5751","0.5751","0.5751","0.1119","0.1119","0.1119","0.0853","0.0853","0.0853"
"88","0.2178","0.2178","0.2178","0.2007","0.2007","0.2007","0.2028","0.2028","0.2028","0.1796","0.1796","0.1796","0.1082","0.1082","0.1082","0.9849","0.9849","0.9849","0.5794","0.5794","0.5794","0.51","0.51","0.51","0.0904","0.0904","0.0904","0.0672","0.0672","0.0672"
"89","","","","0.1837","0.1837","0.1837","0.2157","0.2157","0.2157","0.2315","0.2315","0.2315","0.1421","0.1421","0.1421","1.1315","1.1315","1.1315","0.5276","0.5276","0.5276","0.5427","0.5427","0.5427","0.1081","0.1081","0.1081","0.085","0.085","0.085"
"90","","","","0.1876","0.1876","0.1876","0.2038","0.2038","0.2038","0.1911","0.1911","0.1911","0.1151","0.1151","0.1151","1.0112","1.0112","1.0112","0.5458","0.5458","0.5458","0.5104","0.5104","0.5104","0.0925","0.0925","0.0925","0.0704","0.0704","0.0704"
"91","0.2285","0.2285","0.2285","0.2152","0.2152","0.2152","0.2148","0.2148","0.2148","0.193","0.193","0.193","0.1263","0.1263","0.1263","1.1285","1.1285","1.1285","0.536","0.536","0.536","0.5148","0.5148","0.5148","0.0929","0.0929","0.0929","0.0812","0.0812","0.0812"
"92","","","","0.2105","0.2105","0.2105","0.2198","0.2198","0.2198","0.2001","0.2001","0.2001","0.13","0.13","0.13","1.1335","1.1335","1.1335","0.4493","0.4493","0.4493","0.5643","0.5643","0.5643","0.106","0.106","0.106","0.084","0.084","0.084"
"93","0.2758","0.2758","0.2758","0.2123","0.2123","0.2123","0.232","0.232","0.232","0.2435","0.2435","0.2435","0.147","0.147","0.147","1.1379","1.1379","1.1379","0.5291","0.5291","0.5291","0.5975","0.5975","0.5975","0.1096","0.1096","0.1096","0.093","0.093","0.093"
"94","0.2387","0.2387","0.2387","0.1817","0.1817","0.1817","0.1931","0.1931","0.1931","0.2032","0.2032","0.2032","0.1292","0.1292","0.1292","1.0159","1.0159","1.0159","0.5152","0.5152","0.5152","0.4735","0.4735","0.4735","0.0858","0.0858","0.0858","0.0784","0.0784","0.0784"
"95","","","","0.2227","0.2227","0.2227","0.2406","0.2406","0.2406","0.2458","0.2458","0.2458","0.1428","0.1428","0.1428","1.2411","1.2411","1.2411","0.4926","0.4926","0.4926","0.5657","0.5657","0.5657","0.1043","0.1043","0.1043","0.089","0.089","0.089"
"96","0.2577","0.2577","0.2577","0.2077","0.2077","0.2077","0.2144","0.2144","0.2144","0.222","0.222","0.222","0.127","0.127","0.127","1.0558","1.0558","1.0558","0.5302","0.5302","0.5302","0.5459","0.5459","0.5459","0.0992","0.0992","0.0992","0.0838","0.0838","0.0838"
"97","","","","0.1948","0.1948","0.1948","0.2045","0.2045","0.2045","0.2202","0.2202","0.2202","0.1363","0.1363","0.1363","1.1112","1.1112","1.1112","0.5102","0.5102","0.5102","0.5223","0.5223","0.5223","0.0988","0.0988","0.0988","0.0814","0.0814","0.0814"
"98","0.2922","0.2922","0.2922","0.2023","0.2023","0.2023","0.2","0.2","0.2","0.2583","0.2583","0.2583","0.175","0.175","0.175","1.0685","1.0685","1.0685","0.5273","0.5273","0.5273","0.5191","0.5191","0.5191","0.096","0.096","0.096","0.0867","0.0867","0.0867"
"99","0.2853","0.2853","0.2853","0.1862","0.1862","0.1862","0.2124","0.2124","0.2124","0.2522","0.2522","0.2522","0.1645","0.1645","0.1645","1.0737","1.0737","1.0737","0.4725","0.4725","0.4725","0.5321","0.5321","0.5321","0.1039","0.1039","0.1039","0.0917","0.0917","0.0917"
"100","0.2284","0.2284","0.2284","0.1907","0.1907","0.1907","0.2053","0.2053","0.2053","0.2027","0.2027","0.2027","0.1236","0.1236","0.1236","1.1419","1.1419","1.1419","0.4761","0.4761","0.4761","0.5479","0.5479","0.5479","0.0919","0.0919","0.0919","0.0785","0.0785","0.0785"
"101","","","","0.1848","0.1848","0.1848","0.2097","0.2097","0.2097","0.1867","0.1867","0.1867","0.1216","0.1216","0.1216","1.1098","1.1098","1.1098","0.5336","0.5336","0.5336","0.5177","0.5177","0.5177","0.0969","0.0969","0.0969","0.0731","0.0731","0.0731"
"102","0.2516","0.2516","0.2516","0.1825","0.1825","0.1825","0.1982","0.1982","0.1982","0.2204","0.2204","0.2204","0.131","0.131","0.131","1.0268","1.0268","1.0268","0.4818","0.4818","0.4818","0.5052","0.5052","0.5052","0.102","0.102","0.102","0.0784","0.0784","0.0784"
"103","0.2143","0.2143","0.2143","0.187","0.187","0.187","0.2019","0.2019","0.2019","0.1879","0.1879","0.1879","0.1209","0.1209","0.1209","0.9587","0.9587","0.9587","0.4707","0.4707","0.4707","0.4845","0.4845","0.4845","0.0967","0.0967","0.0967","0.0778","0.0778","0.0778"
"104","","","","0.2103","0.2103","0.2103","0.1988","0.1988","0.1988","0.2192","0.2192","0.2192","0.1378","0.1378","0.1378","1.0028","1.0028","1.0028","0.5117","0.5117","0.5117","0.5188","0.5188","0.5188","0.0985","0.0985","0.0985","0.0836","0.0836","0.0836"
"105","0.2089","0.2089","0.2089","0.1723","0.1723","0.1723","0.172","0.172","0.172","0.1866","0.1866","0.1866","0.1114","0.1114","0.1114","0.9078","0.9078","0.9078","0.4997","0.4997","0.4997","0.4357","0.4357","0.4357","0.0811","0.0811","0.0811","0.0688","0.0688","0.0688"
"106","","","","0.2095","0.2095","0.2095","0.2242","0.2242","0.2242","0.2404","0.2404","0.2404","0.157","0.157","0.157","1.1274","1.1274","1.1274","0.4791","0.4791","0.4791","0.5492","0.5492","0.5492","0.1065","0.1065","0.1065","0.0888","0.0888","0.0888"
"107","0.2723","0.2723","0.2723","0.1994","0.1994","0.1994","0.2104","0.2104","0.2104","0.2386","0.2386","0.2386","0.159","0.159","0.159","1.1783","1.1783","1.1783","0.4941","0.4941","0.4941","0.5236","0.5236","0.5236","0.1019","0.1019","0.1019","0.0911","0.0911","0.0911"
"108","0.2263","0.2263","0.2263","0.156","0.156","0.156","0.1639","0.1639","0.1639","0.2094","0.2094","0.2094","0.1246","0.1246","0.1246","0.949","0.949","0.949","0.4987","0.4987","0.4987","0.4731","0.4731","0.4731","0.0878","0.0878","0.0878","0.0754","0.0754","0.0754"
"109","","","","0.1678","0.1678","0.1678","0.1746","0.1746","0.1746","0.1823","0.1823","0.1823","0.1181","0.1181","0.1181","0.9589","0.9589","0.9589","0.4918","0.4918","0.4918","0.4635","0.4635","0.4635","0.0908","0.0908","0.0908","0.0686","0.0686","0.0686"
"110","","","","0.1775","0.1775","0.1775","0.1918","0.1918","0.1918","0.1939","0.1939","0.1939","0.139","0.139","0.139","1.0311","1.0311","1.0311","0.4584","0.4584","0.4584","0.4941","0.4941","0.4941","0.0934","0.0934","0.0934","0.0799","0.0799","0.0799"
"111","","","","0.1824","0.1824","0.1824","0.2036","0.2036","0.2036","0.1978","0.1978","0.1978","0.1307","0.1307","0.1307","1.0164","1.0164","1.0164","0.4454","0.4454","0.4454","0.4899","0.4899","0.4899","0.0898","0.0898","0.0898","0.0732","0.0732","0.0732"
"112","","","","0.1699","0.1699","0.1699","0.1782","0.1782","0.1782","0.1961","0.1961","0.1961","0.1222","0.1222","0.1222","0.9837","0.9837","0.9837","0.4677","0.4677","0.4677","0.4894","0.4894","0.4894","0.0928","0.0928","0.0928","0.076","0.076","0.076"
"113","","","","0.1856","0.1856","0.1856","0.1909","0.1909","0.1909","0.211","0.211","0.211","0.1308","0.1308","0.1308","1.0128","1.0128","1.0128","0.4529","0.4529","0.4529","0.4719","0.4719","0.4719","0.094","0.094","0.094","0.0729","0.0729","0.0729"
"114","","","","0.1925","0.1925","0.1925","0.2065","0.2065","0.2065","0.2267","0.2267","0.2267","0.1346","0.1346","0.1346","1.0996","1.0996","1.0996","0.4738","0.4738","0.4738","0.5529","0.5529","0.5529","0.1064","0.1064","0.1064","0.0857","0.0857","0.0857"
"115","","","","0.1795","0.1795","0.1795","0.1891","0.1891","0.1891","0.2034","0.2034","0.2034","0.1238","0.1238","0.1238","1.2459","1.2459","1.2459","0.4403","0.4403","0.4403","0.5515","0.5515","0.5515","0.1009","0.1009","0.1009","0.081","0.081","0.081"
"116","","","","0.1998","0.1998","0.1998","0.2093","0.2093","0.2093","0.215","0.215","0.215","0.138","0.138","0.138","1.0471","1.0471","1.0471","0.4512","0.4512","0.4512","0.5161","0.5161","0.5161","0.0976","0.0976","0.0976","0.082","0.082","0.082"
"117","0.241","0.241","0.241","0.1966","0.1966","0.1966","0.2022","0.2022","0.2022","0.226","0.226","0.226","0.1382","0.1382","0.1382","0.9573","0.9573","0.9573","0.4888","0.4888","0.4888","0.5306","0.5306","0.5306","0.1052","0.1052","0.1052","0.0867","0.0867","0.0867"
"118","0.2188","0.2188","0.2188","0.1703","0.1703","0.1703","0.1832","0.1832","0.1832","0.194","0.194","0.194","0.1277","0.1277","0.1277","1.0238","1.0238","1.0238","0.4832","0.4832","0.4832","0.4595","0.4595","0.4595","0.0898","0.0898","0.0898","0.0732","0.0732","0.0732"
"119","","","","0.18","0.18","0.18","0.2114","0.2114","0.2114","0.2058","0.2058","0.2058","0.1223","0.1223","0.1223","1.1099","1.1099","1.1099","0.4995","0.4995","0.4995","0.5374","0.5374","0.5374","0.0973","0.0973","0.0973","0.0756","0.0756","0.0756"
"120","","","","0.1803","0.1803","0.1803","0.195","0.195","0.195","0.1961","0.1961","0.1961","0.1436","0.1436","0.1436","1.056","1.056","1.056","0.5179","0.5179","0.5179","0.5178","0.5178","0.5178","0.0982","0.0982","0.0982","0.0781","0.0781","0.0781"
"121","0.2009","0.2009","0.2009","0.1627","0.1627","0.1627","0.1642","0.1642","0.1642","0.1804","0.1804","0.1804","0.1114","0.1114","0.1114","0.9227","0.9227","0.9227","0.4766","0.4766","0.4766","0.4581","0.4581","0.4581","0.0842","0.0842","0.0842","0.0679","0.0679","0.0679"
"122","","","","0.1882","0.1882","0.1882","0.1934","0.1934","0.1934","0.2008","0.2008","0.2008","0.1262","0.1262","0.1262","0.9898","0.9898","0.9898","0.4515","0.4515","0.4515","0.5063","0.5063","0.5063","0.0957","0.0957","0.0957","0.0807","0.0807","0.0807"
"123","0.2301","0.2301","0.2301","0.1793","0.1793","0.1793","0.1827","0.1827","0.1827","0.2116","0.2116","0.2116","0.1337","0.1337","0.1337","0.9627","0.9627","0.9627","0.4733","0.4733","0.4733","0.4939","0.4939","0.4939","0.0909","0.0909","0.0909","0.0788","0.0788","0.0788"
"124","","","","0.2002","0.2002","0.2002","0.2042","0.2042","0.2042","0.2329","0.2329","0.2329","0.1431","0.1431","0.1431","1.1387","1.1387","1.1387","0.4653","0.4653","0.4653","0.556","0.556","0.556","0.1032","0.1032","0.1032","0.0905","0.0905","0.0905"
"125","0.2275","0.2275","0.2275","0.1949","0.1949","0.1949","0.2057","0.2057","0.2057","0.2103","0.2103","0.2103","0.1319","0.1319","0.1319","1.067","1.067","1.067","0.4222","0.4222","0.4222","0.5182","0.5182","0.5182","0.1019","0.1019","0.1019","0.0782","0.0782","0.0782"
"126","","","","0.1991","0.1991","0.1991","0.2192","0.2192","0.2192","0.2247","0.2247","0.2247","0.1454","0.1454","0.1454","1.0355","1.0355","1.0355","0.4403","0.4403","0.4403","0.4906","0.4906","0.4906","0.0964","0.0964","0.0964","0.0801","0.0801","0.0801"
"127","0.2161","0.2161","0.2161","0.1673","0.1673","0.1673","0.1846","0.1846","0.1846","0.1914","0.1914","0.1914","0.1249","0.1249","0.1249","0.9105","0.9105","0.9105","0.4752","0.4752","0.4752","0.4439","0.4439","0.4439","0.0908","0.0908","0.0908","0.0725","0.0725","0.0725"
"128","","","","0.1649","0.1649","0.1649","0.1755","0.1755","0.1755","0.1975","0.1975","0.1975","0.1285","0.1285","0.1285","0.9538","0.9538","0.9538","0.4585","0.4585","0.4585","0.4694","0.4694","0.4694","0.0889","0.0889","0.0889","0.0763","0.0763","0.0763"
"129","","","","0.1778","0.1778","0.1778","0.2053","0.2053","0.2053","0.1844","0.1844","0.1844","0.1183","0.1183","0.1183","0.9995","0.9995","0.9995","0.4475","0.4475","0.4475","0.5119","0.5119","0.5119","0.0989","0.0989","0.0989","0.0773","0.0773","0.0773"
"130","","","","0.1799","0.1799","0.1799","0.1832","0.1832","0.1832","0.1814","0.1814","0.1814","0.1116","0.1116","0.1116","0.8876","0.8876","0.8876","0.4762","0.4762","0.4762","0.4463","0.4463","0.4463","0.0851","0.0851","0.0851","0.0702","0.0702","0.0702"
"131","","","","0.1946","0.1946","0.1946","0.2009","0.2009","0.2009","0.208","0.208","0.208","0.1367","0.1367","0.1367","1.0207","1.0207","1.0207","0.4239","0.4239","0.4239","0.5323","0.5323","0.5323","0.1024","0.1024","0.1024","0.0845","0.0845","0.0845"
"132","","","","0.1624","0.1624","0.1624","0.1834","0.1834","0.1834","0.1869","0.1869","0.1869","0.1224","0.1224","0.1224","0.8799","0.8799","0.8799","0.4369","0.4369","0.4369","0.3983","0.3983","0.3983","0.0803","0.0803","0.0803","0.0657","0.0657","0.0657"
"133","","","","0.1891","0.1891","0.1891","0.2057","0.2057","0.2057","0.196","0.196","0.196","0.1237","0.1237","0.1237","1.0556","1.0556","1.0556","0.4628","0.4628","0.4628","0.5233","0.5233","0.5233","0.0971","0.0971","0.0971","0.0747","0.0747","0.0747"
"134","","","","0.1595","0.1595","0.1595","0.1783","0.1783","0.1783","0.1894","0.1894","0.1894","0.1182","0.1182","0.1182","0.9027","0.9027","0.9027","0.4434","0.4434","0.4434","0.4444","0.4444","0.4444","0.0851","0.0851","0.0851","0.0697","0.0697","0.0697"
"135","0.1798","0.1798","0.1798","0.1417","0.1417","0.1417","0.1673","0.1673","0.1673","0.1589","0.1589","0.1589","0.0965","0.0965","0.0965","0.8506","0.8506","0.8506","0.4583","0.4583","0.4583","0.4391","0.4391","0.4391","0.076","0.076","0.076","0.0584","0.0584","0.0584"
"136","0.2184","0.2184","0.2184","0.2058","0.2058","0.2058","0.2194","0.2194","0.2194","0.1885","0.1885","0.1885","0.1357","0.1357","0.1357","1.1082","1.1082","1.1082","0.4445","0.4445","0.4445","0.5341","0.5341","0.5341","0.0961","0.0961","0.0961","0.071","0.071","0.071"
"137","","","","0.1876","0.1876","0.1876","0.1948","0.1948","0.1948","0.2027","0.2027","0.2027","0.13","0.13","0.13","1.0095","1.0095","1.0095","0.4321","0.4321","0.4321","0.5033","0.5033","0.5033","0.0972","0.0972","0.0972","0.0773","0.0773","0.0773"
"138","0.2054","0.2054","0.2054","0.1818","0.1818","0.1818","0.2044","0.2044","0.2044","0.1857","0.1857","0.1857","0.1192","0.1192","0.1192","1.0516","1.0516","1.0516","0.4668","0.4668","0.4668","0.4807","0.4807","0.4807","0.0919","0.0919","0.0919","0.0706","0.0706","0.0706"
"139","0.1943","0.1943","0.1943","0.1793","0.1793","0.1793","0.1871","0.1871","0.1871","0.1786","0.1786","0.1786","0.1103","0.1103","0.1103","0.9866","0.9866","0.9866","0.467","0.467","0.467","0.4441","0.4441","0.4441","0.0798","0.0798","0.0798","0.0692","0.0692","0.0692"
"140","","","","0.1514","0.1514","0.1514","0.1517","0.1517","0.1517","0.1965","0.1965","0.1965","0.1246","0.1246","0.1246","0.9342","0.9342","0.9342","0.4074","0.4074","0.4074","0.4139","0.4139","0.4139","0.0841","0.0841","0.0841","0.0744","0.0744","0.0744"
"141","","","","0.1584","0.1584","0.1584","0.1828","0.1828","0.1828","0.1741","0.1741","0.1741","0.1042","0.1042","0.1042","0.8573","0.8573","0.8573","0.4461","0.4461","0.4461","0.4354","0.4354","0.4354","0.0792","0.0792","0.0792","0.066","0.066","0.066"
"142","0.2082","0.2082","0.2082","0.1762","0.1762","0.1762","0.193","0.193","0.193","0.1899","0.1899","0.1899","0.1152","0.1152","0.1152","1.0222","1.0222","1.0222","0.5051","0.5051","0.5051","0.485","0.485","0.485","0.0896","0.0896","0.0896","0.0811","0.0811","0.0811"
"143","0.185","0.185","0.185","0.179","0.179","0.179","0.2083","0.2083","0.2083","0.17","0.17","0.17","0.1022","0.1022","0.1022","1.0208","1.0208","1.0208","0.472","0.472","0.472","0.4813","0.4813","0.4813","0.0851","0.0851","0.0851","0.0655","0.0655","0.0655"
"144","","","","0.1652","0.1652","0.1652","0.1785","0.1785","0.1785","0.1547","0.1547","0.1547","0.1056","0.1056","0.1056","0.9082","0.9082","0.9082","0.4316","0.4316","0.4316","0.4292","0.4292","0.4292","0.0784","0.0784","0.0784","0.0609","0.0609","0.0609"
"145","0.2082","0.2082","0.2082","0.2165","0.2165","0.2165","0.2138","0.2138","0.2138","0.194","0.194","0.194","0.1322","0.1322","0.1322","0.9656","0.9656","0.9656","0.4202","0.4202","0.4202","0.4749","0.4749","0.4749","0.0928","0.0928","0.0928","0.0697","0.0697","0.0697"
"146","0.1847","0.1847","0.1847","0.1624","0.1624","0.1624","0.168","0.168","0.168","0.1652","0.1652","0.1652","0.1008","0.1008","0.1008","0.7854","0.7854","0.7854","0.4348","0.4348","0.4348","0.4117","0.4117","0.4117","0.079","0.079","0.079","0.0603","0.0603","0.0603"
"147","","","","0.1798","0.1798","0.1798","0.203","0.203","0.203","0.1741","0.1741","0.1741","0.1177","0.1177","0.1177","0.9244","0.9244","0.9244","0.4431","0.4431","0.4431","0.4791","0.4791","0.4791","0.0831","0.0831","0.0831","0.0661","0.0661","0.0661"
"148","0.2009","0.2009","0.2009","0.1775","0.1775","0.1775","0.1851","0.1851","0.1851","0.1869","0.1869","0.1869","0.1226","0.1226","0.1226","0.9249","0.9249","0.9249","0.3928","0.3928","0.3928","0.4457","0.4457","0.4457","0.085","0.085","0.085","0.067","0.067","0.067"
"149","0.2066","0.2066","0.2066","0.1977","0.1977","0.1977","0.203","0.203","0.203","0.1939","0.1939","0.1939","0.1214","0.1214","0.1214","0.9762","0.9762","0.9762","0.441","0.441","0.441","0.509","0.509","0.509","0.0998","0.0998","0.0998","0.0746","0.0746","0.0746"
"150","0.1925","0.1925","0.1925","0.1704","0.1704","0.1704","0.1785","0.1785","0.1785","0.1793","0.1793","0.1793","0.1294","0.1294","0.1294","1.055","1.055","1.055","0.4491","0.4491","0.4491","0.4611","0.4611","0.4611","0.0876","0.0876","0.0876","0.0694","0.0694","0.0694"
"151","","","","0.1825","0.1825","0.1825","0.1929","0.1929","0.1929","0.2026","0.2026","0.2026","0.1265","0.1265","0.1265","0.9004","0.9004","0.9004","0.431","0.431","0.431","0.4639","0.4639","0.4639","0.0843","0.0843","0.0843","0.0764","0.0764","0.0764"
"152","0.1731","0.1731","0.1731","0.1915","0.1915","0.1915","0.2017","0.2017","0.2017","0.1641","0.1641","0.1641","0.1036","0.1036","0.1036","1.1131","1.1131","1.1131","0.3965","0.3965","0.3965","0.456","0.456","0.456","0.0884","0.0884","0.0884","0.0659","0.0659","0.0659"
"153","0.2058","0.2058","0.2058","0.1743","0.1743","0.1743","0.1917","0.1917","0.1917","0.194","0.194","0.194","0.1288","0.1288","0.1288","0.9879","0.9879","0.9879","0.4174","0.4174","0.4174","0.4864","0.4864","0.4864","0.0897","0.0897","0.0897","0.0763","0.0763","0.0763"
"154","0.1955","0.1955","0.1955","0.162","0.162","0.162","0.1787","0.1787","0.1787","0.1882","0.1882","0.1882","0.1083","0.1083","0.1083","0.8582","0.8582","0.8582","0.441","0.441","0.441","0.4314","0.4314","0.4314","0.0805","0.0805","0.0805","0.0694","0.0694","0.0694"
"155","","","","0.1941","0.1941","0.1941","0.1913","0.1913","0.1913","0.1937","0.1937","0.1937","0.1282","0.1282","0.1282","1.063","1.063","1.063","0.4441","0.4441","0.4441","0.4849","0.4849","0.4849","0.0933","0.0933","0.0933","0.0728","0.0728","0.0728"
"156","0.1808","0.1808","0.1808","0.167","0.167","0.167","0.1722","0.1722","0.1722","0.1716","0.1716","0.1716","0.1095","0.1095","0.1095","0.9612","0.9612","0.9612","0.4655","0.4655","0.4655","0.4529","0.4529","0.4529","0.081","0.081","0.081","0.0675","0.0675","0.0675"
"157","0.2133","0.2133","0.2133","0.1751","0.1751","0.1751","0.1822","0.1822","0.1822","0.197","0.197","0.197","0.1279","0.1279","0.1279","0.9119","0.9119","0.9119","0.4511","0.4511","0.4511","0.4765","0.4765","0.4765","0.0894","0.0894","0.0894","0.0713","0.0713","0.0713"
"158","","","","0.174","0.174","0.174","0.1806","0.1806","0.1806","0.1847","0.1847","0.1847","0.1178","0.1178","0.1178","0.8613","0.8613","0.8613","0.4153","0.4153","0.4153","0.4458","0.4458","0.4458","0.0861","0.0861","0.0861","0.0719","0.0719","0.0719"
"159","0.2105","0.2105","0.2105","0.1784","0.1784","0.1784","0.1928","0.1928","0.1928","0.1838","0.1838","0.1838","0.1223","0.1223","0.1223","0.9351","0.9351","0.9351","0.4171","0.4171","0.4171","0.4568","0.4568","0.4568","0.0851","0.0851","0.0851","0.0723","0.0723","0.0723"
