"Step","lmbda0_lr5e5_steps20k - train/loss","lmbda0_lr5e5_steps20k - train/loss__MIN","lmbda0_lr5e5_steps20k - train/loss__MAX","lmbda1_lr1e4 - train/loss","lmbda1_lr1e4 - train/loss__MIN","lmbda1_lr1e4 - train/loss__MAX","lmbda1_lr5e5 - train/loss","lmbda1_lr5e5 - train/loss__MIN","lmbda1_lr5e5 - train/loss__MAX","lmbda0_beta1 - train/loss","lmbda0_beta1 - train/loss__MIN","lmbda0_beta1 - train/loss__MAX","lmbda0_lr1e4 - train/loss","lmbda0_lr1e4 - train/loss__MIN","lmbda0_lr1e4 - train/loss__MAX","lmbda1_tok512 - train/loss","lmbda1_tok512 - train/loss__MIN","lmbda1_tok512 - train/loss__MAX","lmbda1_bs16 - train/loss","lmbda1_bs16 - train/loss__MIN","lmbda1_bs16 - train/loss__MAX","lmbda1_tok256 - train/loss","lmbda1_tok256 - train/loss__MIN","lmbda1_tok256 - train/loss__MAX","lmbda1_beta05 - train/loss","lmbda1_beta05 - train/loss__MIN","lmbda1_beta05 - train/loss__MAX","lmbda0_beta05 - train/loss","lmbda0_beta05 - train/loss__MIN","lmbda0_beta05 - train/loss__MAX"
"8032","0.0605","0.0605","0.0605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8033","0.0604","0.0604","0.0604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8035","0.0764","0.0764","0.0764","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8036","0.0733","0.0733","0.0733","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8042","0.0616","0.0616","0.0616","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8043","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8045","0.0622","0.0622","0.0622","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8048","0.0578","0.0578","0.0578","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8050","0.0612","0.0612","0.0612","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8052","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8055","0.0671","0.0671","0.0671","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8059","0.0573","0.0573","0.0573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8060","0.0682","0.0682","0.0682","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8064","0.0572","0.0572","0.0572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8066","0.0613","0.0613","0.0613","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8067","0.0767","0.0767","0.0767","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8073","0.071","0.071","0.071","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8074","0.0704","0.0704","0.0704","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8075","0.0776","0.0776","0.0776","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8079","0.0579","0.0579","0.0579","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8081","0.0783","0.0783","0.0783","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8083","0.064","0.064","0.064","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8084","0.0657","0.0657","0.0657","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8085","0.0672","0.0672","0.0672","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8086","0.0638","0.0638","0.0638","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8088","0.0729","0.0729","0.0729","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8090","0.0575","0.0575","0.0575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8091","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8092","0.0602","0.0602","0.0602","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8093","0.055","0.055","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8095","0.0693","0.0693","0.0693","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8096","0.0592","0.0592","0.0592","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8101","0.0735","0.0735","0.0735","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8105","0.0704","0.0704","0.0704","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8106","0.0759","0.0759","0.0759","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8107","0.0533","0.0533","0.0533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8108","0.0662","0.0662","0.0662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8109","0.0677","0.0677","0.0677","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8111","0.0719","0.0719","0.0719","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8112","0.0671","0.0671","0.0671","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8114","0.0684","0.0684","0.0684","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8118","0.0738","0.0738","0.0738","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8119","0.0738","0.0738","0.0738","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8123","0.0668","0.0668","0.0668","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8126","0.0629","0.0629","0.0629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8129","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8133","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8135","0.0652","0.0652","0.0652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8136","0.0564","0.0564","0.0564","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8137","0.0624","0.0624","0.0624","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8139","0.0773","0.0773","0.0773","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8143","0.0666","0.0666","0.0666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8144","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8145","0.0714","0.0714","0.0714","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8147","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8148","0.0668","0.0668","0.0668","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8149","0.0643","0.0643","0.0643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8150","0.0632","0.0632","0.0632","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8151","0.072","0.072","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8152","0.0592","0.0592","0.0592","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8153","0.0616","0.0616","0.0616","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8158","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8160","0.0641","0.0641","0.0641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8161","0.0611","0.0611","0.0611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8163","0.0743","0.0743","0.0743","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8166","0.0729","0.0729","0.0729","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8167","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8174","0.0802","0.0802","0.0802","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8175","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8178","0.0709","0.0709","0.0709","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8180","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8183","0.0702","0.0702","0.0702","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8186","0.0667","0.0667","0.0667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8188","0.0713","0.0713","0.0713","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8189","0.0654","0.0654","0.0654","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8191","0.0652","0.0652","0.0652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8192","0.0591","0.0591","0.0591","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8194","0.0564","0.0564","0.0564","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8195","0.0743","0.0743","0.0743","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8196","0.0654","0.0654","0.0654","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8197","0.0676","0.0676","0.0676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8198","0.0759","0.0759","0.0759","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8202","0.0514","0.0514","0.0514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8203","0.0689","0.0689","0.0689","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8204","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8205","0.0563","0.0563","0.0563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8206","0.0618","0.0618","0.0618","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8207","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8209","0.0705","0.0705","0.0705","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8212","0.0605","0.0605","0.0605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8213","0.0658","0.0658","0.0658","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8214","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8215","0.0591","0.0591","0.0591","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8217","0.0589","0.0589","0.0589","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8219","0.0629","0.0629","0.0629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8220","0.0819","0.0819","0.0819","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8223","0.0682","0.0682","0.0682","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8225","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8228","0.066","0.066","0.066","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8229","0.0573","0.0573","0.0573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8230","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8231","0.0657","0.0657","0.0657","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8235","0.0647","0.0647","0.0647","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8238","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8240","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8246","0.066","0.066","0.066","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8249","0.0718","0.0718","0.0718","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8250","0.0603","0.0603","0.0603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8251","0.0683","0.0683","0.0683","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8253","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8255","0.0588","0.0588","0.0588","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8256","0.0706","0.0706","0.0706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8259","0.0643","0.0643","0.0643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8260","0.0649","0.0649","0.0649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8262","0.0721","0.0721","0.0721","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8263","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8264","0.0676","0.0676","0.0676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8266","0.0528","0.0528","0.0528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8267","0.0666","0.0666","0.0666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8268","0.06","0.06","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8269","0.0788","0.0788","0.0788","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8270","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8271","0.0559","0.0559","0.0559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8274","0.0669","0.0669","0.0669","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8275","0.0611","0.0611","0.0611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8276","0.0521","0.0521","0.0521","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8278","0.0653","0.0653","0.0653","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8279","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8282","0.0669","0.0669","0.0669","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8284","0.0795","0.0795","0.0795","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8286","0.0611","0.0611","0.0611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8287","0.0713","0.0713","0.0713","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8289","0.0662","0.0662","0.0662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8294","0.0567","0.0567","0.0567","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8295","0.061","0.061","0.061","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8302","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8305","0.0652","0.0652","0.0652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8307","0.0627","0.0627","0.0627","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8311","0.0607","0.0607","0.0607","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8315","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8317","0.0692","0.0692","0.0692","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8318","0.0662","0.0662","0.0662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8320","0.0637","0.0637","0.0637","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8321","0.0624","0.0624","0.0624","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8322","0.0683","0.0683","0.0683","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8327","0.0851","0.0851","0.0851","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8328","0.0518","0.0518","0.0518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8329","0.0641","0.0641","0.0641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8330","0.0674","0.0674","0.0674","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8331","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8332","0.0668","0.0668","0.0668","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8334","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8335","0.0775","0.0775","0.0775","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8336","0.0575","0.0575","0.0575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8339","0.0672","0.0672","0.0672","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8343","0.0665","0.0665","0.0665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8346","0.0602","0.0602","0.0602","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8347","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8349","0.061","0.061","0.061","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8350","0.0691","0.0691","0.0691","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8352","0.0652","0.0652","0.0652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8353","0.059","0.059","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8354","0.0744","0.0744","0.0744","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8356","0.0525","0.0525","0.0525","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8357","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8359","0.0649","0.0649","0.0649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8361","0.0719","0.0719","0.0719","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8362","0.0603","0.0603","0.0603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8365","0.07","0.07","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8370","0.0657","0.0657","0.0657","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8371","0.0752","0.0752","0.0752","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8372","0.0519","0.0519","0.0519","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8373","0.0678","0.0678","0.0678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8374","0.0914","0.0914","0.0914","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8377","0.0845","0.0845","0.0845","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8378","0.069","0.069","0.069","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8381","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8388","0.0727","0.0727","0.0727","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8389","0.0641","0.0641","0.0641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8390","0.0692","0.0692","0.0692","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8391","0.0671","0.0671","0.0671","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8393","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8397","0.064","0.064","0.064","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8398","0.0662","0.0662","0.0662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8401","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8403","0.0572","0.0572","0.0572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8404","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8406","0.0626","0.0626","0.0626","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8413","0.0644","0.0644","0.0644","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8416","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8418","0.0649","0.0649","0.0649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8420","0.0706","0.0706","0.0706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8421","0.0664","0.0664","0.0664","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8422","0.0739","0.0739","0.0739","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8423","0.0675","0.0675","0.0675","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8424","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8425","0.0588","0.0588","0.0588","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8427","0.0678","0.0678","0.0678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8430","0.0621","0.0621","0.0621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8431","0.0548","0.0548","0.0548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8432","0.066","0.066","0.066","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8433","0.0746","0.0746","0.0746","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8434","0.0623","0.0623","0.0623","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8435","0.0572","0.0572","0.0572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8439","0.068","0.068","0.068","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8440","0.0568","0.0568","0.0568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8447","0.0674","0.0674","0.0674","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8448","0.0736","0.0736","0.0736","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8449","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8451","0.0762","0.0762","0.0762","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8452","0.0622","0.0622","0.0622","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8456","0.0654","0.0654","0.0654","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8457","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8460","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8461","0.0605","0.0605","0.0605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8463","0.0733","0.0733","0.0733","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8466","0.0593","0.0593","0.0593","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8467","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8469","0.0521","0.0521","0.0521","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8470","0.0625","0.0625","0.0625","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8474","0.0637","0.0637","0.0637","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8475","0.0615","0.0615","0.0615","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8482","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8483","0.0676","0.0676","0.0676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8484","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8485","0.062","0.062","0.062","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8486","0.0569","0.0569","0.0569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8491","0.0859","0.0859","0.0859","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8492","0.0662","0.0662","0.0662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8494","0.0621","0.0621","0.0621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8495","0.0657","0.0657","0.0657","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8499","0.0692","0.0692","0.0692","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8502","0.0639","0.0639","0.0639","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8505","0.0555","0.0555","0.0555","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8509","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8510","0.083","0.083","0.083","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8511","0.0761","0.0761","0.0761","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8514","0.0652","0.0652","0.0652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8515","0.0703","0.0703","0.0703","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8522","0.0772","0.0772","0.0772","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8524","0.0624","0.0624","0.0624","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8528","0.0644","0.0644","0.0644","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8530","0.0643","0.0643","0.0643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8531","0.0666","0.0666","0.0666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8532","0.0618","0.0618","0.0618","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8533","0.0711","0.0711","0.0711","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8534","0.071","0.071","0.071","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8535","0.07","0.07","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8536","0.0581","0.0581","0.0581","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8537","0.0575","0.0575","0.0575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8540","0.0665","0.0665","0.0665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8541","0.0679","0.0679","0.0679","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8544","0.0659","0.0659","0.0659","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8545","0.0617","0.0617","0.0617","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8547","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8550","0.0533","0.0533","0.0533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8551","0.0693","0.0693","0.0693","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8553","0.0531","0.0531","0.0531","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8555","0.0572","0.0572","0.0572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8560","0.072","0.072","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8564","0.0688","0.0688","0.0688","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8568","0.0563","0.0563","0.0563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8569","0.0703","0.0703","0.0703","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8573","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8579","0.0758","0.0758","0.0758","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8583","0.0578","0.0578","0.0578","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8584","0.0618","0.0618","0.0618","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8589","0.0602","0.0602","0.0602","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8590","0.0727","0.0727","0.0727","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8591","0.0679","0.0679","0.0679","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8592","0.0676","0.0676","0.0676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8593","0.0663","0.0663","0.0663","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8595","0.0537","0.0537","0.0537","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8597","0.0751","0.0751","0.0751","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8600","0.0732","0.0732","0.0732","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8604","0.0729","0.0729","0.0729","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8607","0.0691","0.0691","0.0691","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8609","0.0671","0.0671","0.0671","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8610","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8612","0.0697","0.0697","0.0697","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8614","0.0583","0.0583","0.0583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8615","0.0696","0.0696","0.0696","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8617","0.0747","0.0747","0.0747","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8619","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8621","0.0838","0.0838","0.0838","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8622","0.0639","0.0639","0.0639","","","","","","","","","","","","","","","","","","","","","","","","","","",""
